production_id,farm_name,field_id,field_location,crop_type,crop_variety,planting_date,harvest_date,fertilizer_type,fertilizer_quantity_kg,pesticide_type,pesticide_quantity_ltr,irrigation_type,irrigation_quantity_ltr,total_yield_kg,avg_yield_per_hectare,soil_ph,rainfall_mm,avg_temperature_c,labor_hours,number_of_workers,machinery_used,expected_market_price_per_kg,expected_total_revenue_eur
5992,"Howard, Cunningham and Murphy",F-888,Antoniostad,Corn,Sweet,2024-11-25,2025-05-04,Urea,147.9,Neem Oil,6.3,Drip,1621.1,2091.5,3812.6,6.51,594.6,20.1,53.5,5,Tractor,1.29,2697.98
5993,"Hernandez, Jones and Adams",F-496,South Raymond,Barley,Hulless,2024-05-11,2024-08-21,Urea,168.3,Glyphosate,8.1,Drip,1096.0,7332.1,5054.1,6.58,604.6,20.7,148.5,3,Plough,1.45,10631.6
5994,Shah-Figueroa,F-884,West Chase,Corn,Sweet,2023-06-09,2023-10-20,NPK 15-15-15,265.8,Neem Oil,6.7,Flood,1192.3,7970.6,4272.8,6.45,403.3,18.9,97.8,2,Plough,0.73,5818.57
5995,Davis LLC,F-783,Austinfurt,Barley,Hulless,2024-09-06,2025-01-04,NPK 15-15-15,226.2,Neem Oil,12.4,Drip,1152.2,4303.7,1802.5,6.99,554.1,24.4,153.2,5,Plough,0.93,4002.45
5996,"Freeman, Lucas and Stafford",F-573,New Tiffanyton,Potato,Red,2023-09-16,2023-12-19,NPK 15-15-15,81.6,Chlorpyrifos,25.0,Drip,799.8,9239.3,9678.7,6.39,681.3,21.7,157.5,10,Plough,1.41,13027.37
5997,"Lloyd, Davis and Martinez",F-973,South Sharonmouth,Wheat,Emmer,2024-03-02,2024-07-10,Urea,234.5,Glyphosate,25.3,Sprinkler,1964.1,8944.3,15670.7,7.03,390.1,18.5,198.7,2,Tractor,1.12,10017.62
5998,Humphrey and Sons,F-852,East John,Wheat,Durum,2024-08-12,2025-01-13,Urea,146.2,Chlorpyrifos,20.0,Drip,1937.3,4294.5,1845.4,5.78,239.5,22.1,176.3,6,Plough,0.38,1631.9
5999,Murphy Group,F-479,Taylortown,Corn,Dent,2023-07-04,2023-10-04,Urea,198.4,Chlorpyrifos,8.7,Sprinkler,1437.3,9453.2,3804.4,5.93,247.0,17.8,168.4,9,Harvester,1.44,13612.57
6000,"Erickson, Lewis and York",F-616,Martinezburgh,Wheat,Emmer,2025-01-31,2025-07-06,NPK 15-15-15,256.2,Chlorpyrifos,23.4,Drip,1124.9,9271.6,13263.5,7.16,387.4,20.5,57.0,10,Plough,0.85,7880.89
6001,Lyons-Rubio,F-557,Christopherview,Wheat,Durum,2024-10-18,2025-03-14,Compost,272.3,Chlorpyrifos,22.4,Sprinkler,1966.2,6616.2,3075.2,7.45,382.8,18.9,144.6,10,Tractor,0.61,4035.9
6002,Crawford Ltd,F-453,Lopezborough,Barley,Hulless,2025-01-05,2025-04-05,NPK 15-15-15,69.5,Neem Oil,24.4,Sprinkler,1451.0,2388.7,2398.5,5.91,631.5,14.0,119.9,9,Harvester,1.41,3368.05
6003,"Vasquez, Lyons and Roy",F-944,Port Craig,Barley,Hulled,2024-01-02,2024-04-10,NPK 15-15-15,146.7,Chlorpyrifos,19.0,Flood,1529.7,7107.1,5690.6,6.41,596.9,17.7,127.7,9,Plough,1.19,8457.48
6004,Bowen-Smith,F-953,Jacobmouth,Barley,Hulled,2025-03-27,2025-09-02,Compost,83.4,Chlorpyrifos,23.8,Drip,1411.9,6642.7,5146.6,6.32,383.4,14.1,187.4,5,Plough,1.46,9698.32
6005,Kemp LLC,F-158,West Debramouth,Wheat,Durum,2024-08-05,2024-11-24,Compost,167.8,Neem Oil,28.9,Flood,1728.6,2693.9,2327.3,6.69,435.7,14.9,161.7,8,Plough,0.56,1508.6
6006,"Fletcher, Roberts and Peterson",F-935,Wendyberg,Wheat,Emmer,2023-06-21,2023-10-18,Compost,178.8,Neem Oil,9.9,Drip,955.0,2843.1,1217.9,6.79,511.7,25.4,71.8,8,Plough,0.41,1165.69
6007,Perez-Kane,F-792,Port Katiestad,Potato,Russet,2024-09-28,2025-01-04,Compost,254.3,Neem Oil,11.1,Drip,518.5,2323.2,1538.2,6.02,779.4,19.2,199.9,5,Harvester,1.1,2555.49
6008,"Allison, Sutton and Vasquez",F-532,South Kenneth,Barley,Hulless,2024-02-04,2024-06-09,Compost,106.4,Neem Oil,28.1,Drip,1359.5,3305.9,2408.3,5.79,619.0,18.9,156.4,6,Plough,1.03,3405.06
6009,Freeman Group,F-380,Shawnbury,Potato,Russet,2024-12-30,2025-05-08,NPK 15-15-15,274.6,Glyphosate,11.6,Drip,1995.3,8017.3,5195.7,7.36,645.3,19.5,80.3,9,Tractor,1.23,9861.3
6010,"Sims, Henderson and Becker",F-488,East Brandyland,Wheat,Durum,2024-06-09,2024-10-30,NPK 15-15-15,132.2,Chlorpyrifos,16.7,Sprinkler,626.2,6137.8,6109.3,6.32,364.1,22.8,148.7,3,Harvester,1.16,7119.81
6011,Garcia-Keller,F-529,East Dianaton,Soybean,Yellow,2023-11-03,2024-03-16,NPK 15-15-15,93.5,Glyphosate,10.4,Sprinkler,1840.5,5492.0,2941.5,6.21,668.5,21.6,145.1,3,Harvester,0.82,4503.42
6012,Alvarez and Sons,F-321,Soniaton,Soybean,Yellow,2023-07-24,2023-11-01,Compost,85.1,Glyphosate,29.6,Drip,1985.5,4109.3,2034.4,6.99,475.5,18.2,95.7,4,Tractor,1.02,4191.51
6013,Sullivan-Ray,F-558,Jenniferville,Corn,Sweet,2023-09-17,2024-01-16,Compost,66.6,Chlorpyrifos,5.9,Sprinkler,1865.1,4320.0,2000.5,5.88,644.2,17.1,174.6,8,Tractor,1.05,4535.97
6014,Taylor Ltd,F-426,East Jeremy,Wheat,Durum,2023-09-11,2024-01-03,Compost,58.1,Neem Oil,8.3,Flood,1768.4,5756.2,2685.1,5.64,621.4,16.7,185.2,8,Plough,1.14,6562.06
6015,Grant and Sons,F-191,Oliviafort,Soybean,Yellow,2023-09-11,2024-02-03,Compost,160.9,Chlorpyrifos,10.3,Drip,1730.9,2296.9,2036.7,7.1,329.8,18.9,55.5,4,Plough,0.51,1171.4
6016,"Johnston, Clark and Guerra",F-552,East Timothyhaven,Barley,Hulled,2023-06-17,2023-11-14,Compost,287.7,Chlorpyrifos,19.3,Sprinkler,1197.2,8704.4,4517.6,6.12,599.6,24.7,64.2,8,Tractor,1.1,9574.87
6017,"Humphrey, Benjamin and Harris",F-981,North Jeffrey,Corn,Sweet,2024-01-31,2024-06-25,Urea,273.7,Glyphosate,14.7,Flood,559.3,3191.6,1847.4,7.27,425.5,14.7,190.3,2,Plough,0.51,1627.72
6018,Cabrera-Yang,F-392,East Nicholas,Soybean,Yellow,2023-07-27,2023-12-05,Compost,243.8,Neem Oil,29.0,Flood,1025.7,9810.1,8746.7,5.79,591.7,22.9,176.2,5,Harvester,0.6,5886.07
6019,"Smith, Cowan and Carlson",F-221,Jonesville,Soybean,Black,2023-06-13,2023-10-31,NPK 15-15-15,137.4,Glyphosate,14.8,Sprinkler,1703.5,5992.2,8402.9,7.48,408.9,16.2,162.4,6,Tractor,1.01,6052.13
6020,Jones Group,F-268,Josephside,Potato,Russet,2024-08-29,2024-12-23,Compost,217.0,Chlorpyrifos,28.6,Flood,1593.4,1099.6,1496.7,6.94,329.4,23.8,192.4,2,Harvester,0.57,626.75
6021,Fernandez and Sons,F-501,Littlemouth,Wheat,Emmer,2024-07-09,2024-10-25,NPK 15-15-15,164.5,Chlorpyrifos,5.5,Sprinkler,979.6,3661.3,1783.6,7.38,422.1,20.9,76.6,6,Harvester,1.09,3990.85
6022,"Brock, Stephens and Davis",F-311,South Bruce,Wheat,Durum,2025-03-21,2025-08-09,NPK 15-15-15,117.4,Glyphosate,7.2,Drip,806.1,1255.9,571.3,6.45,526.1,24.5,91.7,10,Tractor,1.33,1670.28
6023,"Adams, Jackson and Kirby",F-899,Kylemouth,Barley,Hulled,2023-11-12,2024-04-15,Urea,116.5,Neem Oil,9.3,Flood,1176.7,5992.6,5924.9,6.78,345.6,20.7,128.8,10,Plough,0.84,5033.76
6024,Khan-Smith,F-326,Robinstad,Barley,Hulled,2025-02-25,2025-07-11,Urea,92.2,Glyphosate,6.7,Sprinkler,1323.8,5291.5,2710.8,6.59,521.4,24.1,176.0,9,Tractor,0.92,4868.15
6025,"Harding, Stone and Dickerson",F-777,Andreaville,Barley,Hulled,2024-01-07,2024-05-28,Urea,171.9,Chlorpyrifos,18.7,Sprinkler,1525.6,9014.9,3945.3,6.64,524.9,13.0,159.7,8,Harvester,1.27,11448.92
6026,Maxwell Inc,F-729,New Denise,Wheat,Durum,2024-10-01,2025-03-04,NPK 15-15-15,90.5,Chlorpyrifos,6.7,Sprinkler,1476.5,2902.2,1196.9,5.56,234.2,12.4,105.0,4,Harvester,0.66,1915.47
6027,"Riddle, Brown and Arias",F-213,Travisshire,Corn,Sweet,2023-10-29,2024-01-28,NPK 15-15-15,212.8,Neem Oil,5.7,Flood,1770.9,5121.4,2124.6,5.82,260.2,20.5,166.4,4,Tractor,0.62,3175.27
6028,Nixon PLC,F-892,Doylebury,Corn,Sweet,2024-07-04,2024-12-02,Urea,110.9,Glyphosate,19.2,Drip,1969.7,2900.7,1177.1,6.98,377.0,13.6,148.8,4,Plough,0.59,1711.43
6029,Gay Group,F-767,Craigbury,Soybean,Black,2024-04-26,2024-08-26,Urea,77.2,Chlorpyrifos,18.4,Drip,820.9,1068.4,746.9,5.63,606.0,16.0,63.0,6,Harvester,1.35,1442.3
6030,"Johnson, Ingram and James",F-637,Beckerfort,Soybean,Yellow,2023-10-17,2024-02-09,NPK 15-15-15,63.3,Neem Oil,29.2,Flood,1398.3,8802.1,12476.4,6.63,731.3,17.7,145.5,9,Tractor,0.35,3080.75
6031,"Wu, Wolfe and Lewis",F-690,North Cory,Corn,Dent,2023-06-18,2023-09-27,NPK 15-15-15,158.3,Chlorpyrifos,8.9,Drip,1355.5,4868.3,6215.7,6.72,603.0,19.7,90.0,2,Plough,1.5,7302.49
6032,Higgins Ltd,F-146,North Veronicashire,Potato,Russet,2025-01-03,2025-04-19,Compost,263.9,Neem Oil,9.4,Sprinkler,972.8,8256.4,3669.3,6.35,516.7,18.4,198.0,3,Plough,1.21,9990.21
6033,Manning-Johnson,F-897,South Jamie,Soybean,Yellow,2024-01-15,2024-06-12,Compost,246.5,Glyphosate,11.3,Flood,1287.5,9027.0,5888.4,7.43,473.5,17.3,166.5,7,Harvester,0.33,2978.89
6034,Scott Inc,F-588,South Trevor,Soybean,Yellow,2023-07-29,2023-12-05,Urea,121.2,Neem Oil,21.5,Drip,1808.5,2245.9,2154.7,7.02,597.6,16.4,116.1,2,Plough,1.33,2986.99
6035,Smith-Gould,F-475,Armstrongborough,Potato,Red,2023-06-30,2023-12-07,Compost,288.5,Neem Oil,28.8,Drip,1275.1,2478.1,1185.8,5.89,277.8,15.9,109.3,7,Plough,0.35,867.34
6036,Davis-Ryan,F-726,North Paula,Soybean,Black,2023-05-23,2023-09-04,NPK 15-15-15,82.7,Neem Oil,25.9,Drip,539.3,1045.3,845.2,7.2,305.7,25.5,63.4,8,Tractor,0.46,480.84
6037,Holmes-Williams,F-337,Port Colin,Barley,Hulless,2023-12-10,2024-05-06,Urea,208.0,Neem Oil,13.2,Sprinkler,1744.0,6504.0,7896.3,5.93,762.8,14.2,160.6,6,Harvester,0.36,2341.44
6038,Cole-Schwartz,F-262,West Ryan,Soybean,Yellow,2023-09-20,2024-01-23,Urea,277.7,Neem Oil,15.3,Flood,1106.4,3504.0,2484.9,6.75,494.7,16.8,134.8,10,Harvester,1.28,4485.06
6039,Sanchez-Ward,F-946,Brucechester,Potato,Red,2023-11-27,2024-02-25,Compost,256.1,Chlorpyrifos,8.8,Flood,685.9,1726.9,1191.7,6.39,377.5,19.0,147.7,3,Plough,1.09,1882.27
6040,Johnston PLC,F-715,West Jenniferbury,Potato,Russet,2024-01-12,2024-05-21,NPK 15-15-15,119.0,Glyphosate,7.4,Flood,1950.2,1265.1,809.9,6.07,739.9,18.7,102.4,7,Plough,1.41,1783.84
6041,Weber-Wilson,F-986,Port Shannonburgh,Wheat,Durum,2024-02-24,2024-08-02,NPK 15-15-15,164.7,Chlorpyrifos,21.1,Flood,797.4,4575.9,3367.0,6.37,266.3,18.4,179.0,4,Plough,1.02,4667.42
6042,"Chandler, Howell and Woods",F-932,Port Jimmouth,Soybean,Yellow,2025-04-05,2025-08-11,NPK 15-15-15,185.1,Neem Oil,25.4,Sprinkler,848.3,4216.6,2033.0,7.11,243.0,16.5,92.8,2,Harvester,0.55,2319.15
6043,"Garcia, Munoz and Pham",F-724,Ryanview,Wheat,Emmer,2023-05-10,2023-10-02,NPK 15-15-15,105.4,Chlorpyrifos,19.2,Drip,1276.0,3387.1,1468.3,6.12,560.0,18.9,118.8,6,Harvester,1.49,5046.72
6044,Graham-Bean,F-694,Duarteside,Barley,Hulled,2023-12-03,2024-03-17,Urea,245.1,Chlorpyrifos,19.1,Flood,1734.7,3116.9,1323.8,6.25,500.2,19.9,113.0,3,Tractor,0.64,1994.79
6045,Holloway Group,F-813,Kellyburgh,Barley,Hulless,2024-12-27,2025-05-09,Urea,149.7,Neem Oil,27.9,Flood,698.7,6944.9,3155.3,7.27,521.7,23.4,154.3,3,Tractor,0.52,3611.33
6046,Green-House,F-336,Rebeccastad,Soybean,Yellow,2023-05-28,2023-10-06,Compost,241.1,Neem Oil,7.6,Sprinkler,586.1,6728.6,3949.7,7.22,345.6,24.8,80.0,4,Tractor,0.95,6392.13
6047,"Wade, Barnes and Salinas",F-156,Alecburgh,Barley,Hulled,2025-04-18,2025-09-07,Urea,287.5,Chlorpyrifos,14.6,Sprinkler,816.7,6723.5,3695.8,7.07,666.2,12.1,172.0,3,Tractor,1.32,8875.05
6048,Daniel Ltd,F-803,Lindseybury,Wheat,Emmer,2023-06-08,2023-11-15,Urea,164.1,Chlorpyrifos,17.0,Sprinkler,510.3,4649.8,3118.2,5.71,246.3,12.2,106.1,2,Plough,0.51,2371.39
6049,Jones LLC,F-901,West Morganstad,Barley,Hulled,2023-05-29,2023-09-16,NPK 15-15-15,172.7,Chlorpyrifos,21.1,Sprinkler,987.9,2782.0,2664.3,6.41,604.0,12.9,170.3,3,Plough,0.99,2754.16
6050,"Ryan, Hughes and Mendoza",F-972,Port Jonathanview,Soybean,Yellow,2024-11-25,2025-04-25,Compost,119.1,Chlorpyrifos,5.8,Sprinkler,1947.3,1369.9,552.4,6.19,491.3,19.8,170.3,6,Plough,0.94,1287.71
6051,Parker-Scott,F-686,North Billyport,Corn,Sweet,2024-04-02,2024-07-09,NPK 15-15-15,166.4,Chlorpyrifos,12.4,Flood,1590.4,2815.4,1660.0,5.65,535.5,14.7,92.6,2,Plough,0.71,1998.97
6052,Carter Group,F-727,Melindaview,Corn,Dent,2023-05-31,2023-10-22,Compost,254.5,Neem Oil,20.9,Drip,1473.3,3641.6,2899.0,7.35,564.6,22.1,104.3,3,Plough,0.65,2367.02
6053,Cruz-Conner,F-181,Jessicaside,Wheat,Durum,2024-08-28,2025-01-02,NPK 15-15-15,297.3,Neem Oil,7.0,Sprinkler,706.0,9360.1,4348.4,6.36,592.1,18.7,177.9,4,Tractor,1.32,12355.4
6054,Bell-Ward,F-928,West Victoriaside,Soybean,Yellow,2025-01-19,2025-05-05,NPK 15-15-15,75.1,Chlorpyrifos,23.1,Flood,682.4,3616.1,2288.5,5.94,589.0,18.5,153.6,3,Plough,0.73,2639.74
6055,"Thomas, Campbell and Coleman",F-837,Scottton,Corn,Dent,2024-07-26,2025-01-02,Urea,250.6,Chlorpyrifos,16.6,Drip,1097.2,3180.4,3775.6,6.97,437.8,21.8,122.5,4,Plough,0.91,2894.17
6056,Moreno Ltd,F-232,Morrisonland,Soybean,Yellow,2023-07-05,2023-11-11,Urea,291.1,Chlorpyrifos,9.5,Flood,1592.7,5016.6,2198.4,5.81,206.2,16.8,143.1,9,Harvester,0.59,2959.77
6057,"Rodriguez, Contreras and Rodriguez",F-160,Gomezstad,Potato,Russet,2023-07-10,2023-11-19,Compost,165.3,Neem Oil,28.0,Flood,1645.9,5561.5,3402.1,7.03,414.3,19.4,82.6,6,Harvester,1.05,5839.62
6058,"Leonard, Richardson and Rivera",F-989,West Johnmouth,Corn,Dent,2023-06-17,2023-10-25,NPK 15-15-15,73.2,Neem Oil,9.5,Drip,1384.7,3493.3,2442.6,7.31,369.4,23.0,132.0,2,Tractor,0.88,3074.07
6059,Parrish-Spears,F-849,Port Tylerland,Wheat,Emmer,2023-05-18,2023-10-16,Compost,240.7,Chlorpyrifos,6.2,Flood,674.0,8132.4,3803.4,5.77,534.3,18.1,170.8,5,Plough,0.42,3415.63
6060,Sutton-Castillo,F-125,Gatesfurt,Barley,Hulled,2024-09-03,2024-12-18,Compost,187.5,Chlorpyrifos,17.7,Sprinkler,621.6,8639.5,3652.7,5.92,342.1,25.6,122.2,7,Tractor,1.45,12527.32
6061,Cardenas Inc,F-811,Lake Sydneybury,Potato,Red,2025-03-14,2025-06-27,Urea,209.5,Glyphosate,24.5,Drip,1451.0,9751.6,4558.5,6.13,729.1,19.0,127.1,6,Harvester,1.05,10239.15
6062,Haynes Inc,F-956,Moraleston,Barley,Hulless,2024-12-25,2025-04-20,NPK 15-15-15,170.5,Neem Oil,9.3,Drip,1383.6,5100.4,2407.8,6.5,560.8,13.8,78.5,2,Harvester,0.85,4335.38
6063,Parker-Bennett,F-285,Hicksport,Soybean,Black,2023-09-04,2024-02-09,Urea,185.1,Neem Oil,25.0,Flood,1433.0,5545.8,5931.3,6.44,309.4,12.5,110.3,10,Plough,0.6,3327.48
6064,Wheeler-Campbell,F-293,West Felicia,Wheat,Emmer,2023-12-03,2024-04-30,NPK 15-15-15,213.4,Chlorpyrifos,28.7,Sprinkler,1730.4,6403.1,2701.0,6.61,604.0,25.2,193.4,10,Plough,0.65,4161.99
6065,"Daniels, Lopez and Kline",F-784,Port Christopherbury,Wheat,Durum,2023-07-06,2023-10-20,NPK 15-15-15,165.1,Glyphosate,26.5,Sprinkler,1163.9,4679.4,2528.7,6.1,409.3,23.4,54.7,9,Plough,0.92,4305.03
6066,Chen-Nelson,F-353,Katrinaburgh,Barley,Hulled,2025-03-03,2025-07-26,Urea,242.4,Chlorpyrifos,28.4,Flood,1720.7,8707.4,6873.8,7.47,201.5,17.1,62.7,2,Tractor,1.09,9491.07
6067,"Ellis, Love and Werner",F-252,Lake Micheleport,Barley,Hulled,2024-12-28,2025-05-08,Compost,284.0,Chlorpyrifos,13.2,Drip,1883.7,2524.9,1137.1,7.29,246.6,12.2,163.8,6,Tractor,0.91,2297.62
6068,"Riddle, Smith and Smith",F-764,Patrickside,Barley,Hulless,2024-06-16,2024-10-21,Urea,197.5,Glyphosate,9.3,Sprinkler,1117.0,4528.8,3318.5,6.45,499.1,12.5,118.1,10,Plough,1.24,5615.67
6069,Young-Waller,F-375,Lake Kaitlyn,Soybean,Black,2023-11-16,2024-03-28,Compost,104.2,Chlorpyrifos,15.0,Flood,1575.4,8436.1,3999.9,5.59,653.6,19.0,112.1,2,Harvester,0.31,2615.18
6070,"Cameron, Gordon and Castro",F-293,Waltonfort,Potato,Russet,2024-07-10,2024-11-13,Compost,234.0,Neem Oil,28.5,Drip,998.6,3376.3,1773.8,6.86,445.4,24.0,110.1,6,Harvester,1.27,4287.95
6071,"Little, Trujillo and Barnes",F-755,Melissafort,Wheat,Emmer,2024-03-05,2024-06-20,Urea,107.4,Neem Oil,28.1,Flood,1774.0,2666.3,3002.8,6.18,498.5,22.1,146.7,8,Tractor,0.75,1999.75
6072,Chavez Inc,F-435,Johnberg,Barley,Hulled,2025-04-19,2025-09-03,Compost,175.1,Chlorpyrifos,13.6,Flood,685.6,5214.4,2266.9,6.12,256.5,23.4,98.8,2,Plough,1.44,7508.75
6073,Hart PLC,F-702,Martinezberg,Potato,Russet,2024-01-29,2024-06-27,NPK 15-15-15,102.8,Neem Oil,18.4,Drip,1040.7,2185.5,4252.6,7.04,768.1,21.1,64.2,5,Plough,0.98,2141.83
6074,"Armstrong, Parker and Graham",F-269,Reynoldsfurt,Wheat,Durum,2025-02-17,2025-06-16,Compost,157.0,Neem Oil,12.5,Flood,1812.5,2536.9,1425.6,6.01,719.5,23.2,174.4,9,Harvester,1.37,3475.52
6075,Holt Inc,F-347,New Jakestad,Soybean,Yellow,2024-12-07,2025-04-13,Urea,164.9,Neem Oil,16.1,Drip,1987.4,2640.4,1691.4,6.01,586.9,18.2,163.3,6,Tractor,0.88,2323.52
6076,Roberson-Martinez,F-188,North Shane,Barley,Hulless,2023-09-06,2023-12-10,Compost,137.6,Glyphosate,18.5,Sprinkler,1999.8,6297.5,10617.7,6.96,287.9,16.2,65.1,4,Harvester,0.37,2330.07
6077,"Crawford, Hebert and Smith",F-125,Robertmouth,Soybean,Yellow,2025-03-03,2025-07-20,Compost,188.1,Glyphosate,12.1,Drip,1310.7,4415.5,1982.1,7.12,572.2,15.5,120.8,2,Harvester,1.28,5651.8
6078,"Wilson, Fuller and Singleton",F-254,Grossborough,Soybean,Black,2024-01-04,2024-04-28,NPK 15-15-15,91.4,Neem Oil,22.2,Sprinkler,1284.0,8255.7,6365.0,7.07,704.8,25.8,122.1,5,Harvester,1.25,10319.68
6079,"Garza, Lambert and Baird",F-936,Williamsport,Soybean,Black,2025-01-09,2025-06-12,Compost,218.8,Chlorpyrifos,20.5,Sprinkler,1126.3,5719.0,6179.9,6.69,758.3,17.0,197.1,2,Tractor,0.74,4232.04
6080,Glover-Woods,F-920,Rangelville,Potato,Red,2025-02-24,2025-06-21,Urea,52.1,Chlorpyrifos,28.0,Flood,832.0,6208.4,4088.7,6.06,400.6,21.6,137.2,6,Tractor,1.07,6642.98
6081,Kelly Group,F-278,Duffyton,Potato,Russet,2023-11-29,2024-04-03,Compost,163.2,Neem Oil,18.5,Drip,1464.6,9377.8,3947.4,6.91,723.8,22.9,134.3,10,Harvester,1.27,11909.86
6082,Ferrell-Brady,F-210,West Miguelport,Corn,Dent,2023-08-14,2024-01-05,NPK 15-15-15,60.1,Glyphosate,23.7,Flood,1034.7,2419.1,1349.5,5.64,438.7,12.4,187.1,8,Plough,0.58,1403.07
6083,"Campbell, Bowman and Mueller",F-163,Stephenmouth,Potato,Red,2023-11-16,2024-03-14,Compost,268.6,Glyphosate,12.6,Flood,1988.5,3986.5,5140.5,6.48,416.5,19.1,62.5,6,Harvester,0.98,3906.72
6084,Price-Soto,F-554,Greenview,Barley,Hulless,2023-08-12,2023-12-09,Compost,106.7,Glyphosate,9.6,Sprinkler,1107.8,7393.6,7573.4,6.66,256.4,22.6,118.2,2,Harvester,1.4,10350.99
6085,"Dunn, Kelly and Oconnor",F-874,Myerschester,Corn,Dent,2025-04-26,2025-08-26,NPK 15-15-15,299.6,Glyphosate,7.1,Sprinkler,1982.6,4368.8,1829.5,6.09,477.2,24.7,195.4,8,Tractor,1.01,4412.53
6086,Clayton Ltd,F-927,Teresatown,Soybean,Yellow,2023-10-12,2024-02-11,NPK 15-15-15,164.8,Neem Oil,16.1,Sprinkler,1739.7,4690.8,2058.5,6.58,452.2,25.4,154.8,4,Tractor,0.89,4174.8
6087,Johnson-Cunningham,F-564,Stephanietown,Soybean,Yellow,2024-11-02,2025-02-04,Compost,259.1,Neem Oil,9.5,Drip,1343.2,9310.8,6990.0,5.7,556.3,24.2,108.1,5,Tractor,0.84,7821.1
6088,Martin-Mcfarland,F-230,Andersonberg,Wheat,Emmer,2024-10-15,2025-03-01,NPK 15-15-15,255.9,Chlorpyrifos,19.1,Flood,1478.0,8908.4,4093.2,6.64,241.1,19.9,167.2,6,Harvester,0.74,6592.19
6089,Armstrong-Chambers,F-510,Brownside,Potato,Red,2024-05-04,2024-10-09,Urea,109.1,Neem Oil,14.4,Sprinkler,1226.7,5359.4,7775.4,5.88,706.1,18.1,142.4,8,Tractor,0.51,2733.31
6090,Skinner-Boyer,F-857,Montoyatown,Wheat,Durum,2024-07-26,2024-12-06,Urea,194.7,Chlorpyrifos,22.2,Sprinkler,635.6,6424.8,2705.5,5.87,687.7,17.8,63.0,4,Tractor,1.32,8480.72
6091,Buckley-Shepherd,F-270,Port Daisymouth,Potato,Russet,2023-10-31,2024-03-01,Compost,212.3,Glyphosate,20.2,Drip,1801.7,4185.6,3189.6,6.27,573.5,22.6,87.0,10,Harvester,1.23,5148.28
6092,"Golden, Baker and Thompson",F-425,Jamesstad,Soybean,Yellow,2024-04-04,2024-08-18,NPK 15-15-15,190.7,Neem Oil,21.4,Flood,1141.4,7758.2,4295.4,6.16,402.3,24.1,192.5,3,Tractor,0.66,5120.43
6093,Horne PLC,F-871,Phamchester,Soybean,Yellow,2023-06-06,2023-10-10,Urea,79.0,Neem Oil,5.0,Drip,931.9,8409.1,8095.9,6.7,322.3,21.7,183.2,8,Tractor,1.26,10595.44
6094,Mendoza Group,F-781,Donaldfort,Corn,Sweet,2024-02-01,2024-05-21,Urea,226.5,Chlorpyrifos,26.7,Drip,547.2,5350.1,4664.8,6.15,547.8,22.3,116.7,6,Harvester,0.5,2675.07
6095,Chaney-Elliott,F-405,New Danielborough,Soybean,Black,2023-07-23,2023-11-07,Compost,127.9,Chlorpyrifos,9.8,Flood,957.8,8865.0,3751.5,5.95,603.5,13.3,72.0,6,Tractor,0.67,5939.57
6096,Perkins-Smith,F-596,Langmouth,Corn,Sweet,2024-10-11,2025-02-11,Urea,53.4,Neem Oil,29.7,Flood,501.2,8215.5,4464.5,5.8,737.2,13.4,175.7,5,Tractor,0.59,4847.15
6097,Cooper Inc,F-596,Obrienstad,Corn,Dent,2024-08-15,2024-12-24,Compost,111.9,Glyphosate,18.3,Drip,1268.3,5238.3,2120.3,5.78,700.9,19.6,102.5,4,Harvester,0.56,2933.47
6098,"Alvarez, Brown and Weber",F-307,East Brian,Potato,Red,2024-03-28,2024-08-23,NPK 15-15-15,50.4,Glyphosate,29.2,Sprinkler,729.8,9307.4,10903.4,6.66,412.6,12.2,61.1,8,Plough,0.4,3722.95
6099,Smith Inc,F-539,East Karen,Barley,Hulless,2024-10-03,2025-03-11,NPK 15-15-15,154.7,Neem Oil,23.8,Sprinkler,1898.3,9557.2,9887.1,5.89,580.2,21.2,87.9,9,Harvester,1.2,11468.67
6100,Summers-Riley,F-446,East Stacey,Wheat,Durum,2024-12-04,2025-04-12,Urea,105.4,Chlorpyrifos,10.8,Drip,1819.8,1438.4,801.1,6.72,458.7,17.6,58.9,5,Harvester,0.46,661.65
6101,Hall-Guerra,F-127,Andrewsburgh,Potato,Russet,2024-05-09,2024-10-04,Compost,106.5,Chlorpyrifos,7.9,Flood,879.0,5291.1,2641.9,6.59,345.7,25.8,101.9,2,Plough,0.76,4021.2
6102,Hanson-Davis,F-268,North Heathershire,Soybean,Yellow,2024-12-10,2025-05-19,Compost,165.3,Glyphosate,29.1,Sprinkler,1133.2,8286.1,15546.7,6.82,499.9,15.4,110.2,7,Harvester,0.64,5303.08
6103,Velez-Austin,F-295,Lake Heathershire,Soybean,Yellow,2024-09-09,2024-12-20,NPK 15-15-15,124.9,Neem Oil,14.6,Drip,1721.2,9637.4,8505.3,7.32,770.8,22.8,106.9,4,Plough,1.06,10215.6
6104,Fisher-Baker,F-668,North Vicki,Wheat,Emmer,2025-02-17,2025-05-24,NPK 15-15-15,163.0,Glyphosate,22.0,Flood,549.5,9323.6,4441.8,7.21,341.8,15.7,118.9,3,Harvester,1.28,11934.17
6105,Tran PLC,F-458,West Ryanstad,Corn,Dent,2024-06-26,2024-10-12,NPK 15-15-15,104.3,Neem Oil,22.9,Flood,1790.5,4000.0,1600.6,6.07,380.6,14.3,199.2,6,Harvester,0.9,3600.01
